PVPenetrationPercent,ControlStrategy,Time_h,LoadMultiplier,Irradiance,MinVoltage,MaxVoltage,MeanAbsVoltageDeviation,ActiveLoss_kW,VoltageViolationCount,PVCurtailment_kW,ReactivePower_kVAr
80,voltvar,16,0.519603088401661,0.466516495768404,0.98002165804158,1,0.00897752961207536,28.0231468228255,0,0,0
80,voltvar,17,0.524795793307557,0.226097548585906,0.970779625687983,1,0.0168130312659065,25.5830229505538,0,0,107.359227245315
80,voltvar,18,0.527808874421146,3.13914904970333e-18,0.964791867629229,1,0.0209108905115967,39.0935577163411,0,0,604.851463747238
80,voltvar,19,0.529224034259796,0,0.964719684548741,1,0.0209529653835212,39.3004810806589,0,0,607.98711296463
80,voltvar,20,0.52976885719901,0,0.964691891703459,1,0.0209691655227103,39.3803357589541,0,0,609.19441307846
80,voltvar,21,0.529942086375913,0,0.964683054473649,1,0.0209743166381014,39.4057482276448,0,0,609.578292453548
80,voltvar,22,0.529987794834851,0,0.964680722642942,1,0.0209756758337079,39.4124553844124,0,0,609.679584314279
80,voltvar,23,0.529997836439101,0,0.964680210365896,1,0.0209759744337018,39.4139289671643,0,0,609.701836985384
80,voltwatt,0,0.529999959541694,0,0.951085657374924,1,0.0278886723859942,55.0616476711541,0,0,0
80,voltwatt,1,0.52999967740537,0,0.951085684563017,1,0.0278886569359285,55.0615867645848,0,0,0
80,voltwatt,2,0.529997836439101,0,0.951085861967872,1,0.0278885561228019,55.0611893443371,0,0,0
